ID,CPU_Frequency_GHz,CPU_Cores,CPU_Brand,CPU_Generation,RAM_GB,Storage_GB,Storage_Type,GPU_Type,GPU_Model,GPU_Memory_GB,WIFI,WIFI_Standard,Bluetooth,Bluetooth_Version,Computer_Type,Operating_System,USB_3_Ports,USB_C_Ports,USB_2_Ports,Ethernet_Speed,Brand,Model,Purchase_Date,Age_Days,Condition,Price_USD,Power_Consumption_W,Weight_kg,Screen_Size_inch,Case_Type
PC-0094,3.4,,Intel Core i5,10.0,32.0,2000.0,NVMe,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,5.2,Desktop,Ubuntu 20.04,5.0,3.0,1.0,1Gbps,Custom Built,Inspiron 9423,2022-06-20,1334.0,Fair,1910.0,276.0,,,Mid Tower
PC-0095,4.26,4.0,Intel Core i3,8.0,16.0,256.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,Workstation,macOS Monterey,2.0,2.0,4.0,1Gbps,ASUS,EliteBook 5562,2022-03-23,1423.0,Good,1159.0,81.0,,,Small Form Factor
PC-0096,3.12,4.0,Intel Core i9,11.0,128.0,1000.0,SSD,Dedicated,NVIDIA RTX 3060,16,True,802.11ac,False,,Laptop,Windows 11,2.0,1.0,4.0,1Gbps,Microsoft,Predator 4510,2025-10-02,134.0,Good,1813.0,294.0,2.3,15.6,
PC-0097,3.24,4.0,AMD Ryzen 9,7.0,32.0,8000.0,HDD,Integrated,Intel Iris Xe,Shared,False,,True,4.0,Desktop,Windows 10,5.0,1.0,4.0,100Mbps,Dell,Vostro 3167,2025-07-08,220.0,Fair,2898.0,166.0,,,Mid Tower
PC-0098,2.85,4.0,Intel Core i7,12.0,64.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,True,5.2,Laptop,macOS Ventura,5.0,0.0,2.0,2.5Gbps,Dell,Predator 4981,2025-09-03,163.0,Good,1387.0,,3.1,21.5,
PC-0099,1.2,10.0,Intel Core i9,8.0,128.0,128.0,HDD,Dedicated,NVIDIA RTX 3060,6,True,802.11n,True,5.2,Desktop,Fedora,1.0,3.0,3.0,2.5Gbps,HP,Predator 7669,2023-06-18,971.0,New,1501.0,315.0,,,Mid Tower
PC-0100,1.54,6.0,Intel Core i3,12.0,32.0,512.0,HDD,Integrated,AMD Radeon Graphics,2GB,False,,True,5.2,Server,Windows 11,0.0,2.0,3.0,10Gbps,Samsung,EliteBook 2545,2024-05-06,648.0,New,1032.0,201.0,,,
PC-0101,1.23,2.0,Intel Core i9,9.0,256.0,128.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11n,False,,Desktop,Windows 11,4.0,0.0,3.0,1Gbps,Custom Built,Inspiron 8062,2024-07-24,569.0,Poor,1884.0,339.0,,,Mid Tower
PC-0102,3.71,32.0,AMD Ryzen 5,11.0,32.0,2000.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,4.2,Workstation,Windows 11,7.0,2.0,2.0,1Gbps,ASUS,MacBook 7939,2023-07-13,946.0,Like New,3362.0,246.0,,,Full Tower
PC-0103,2.39,16.0,AMD Ryzen 5,9.0,16.0,4000.0,SSD,Dedicated,NVIDIA RTX 3060,12,False,,True,5.2,Desktop,Ubuntu 20.04,1.0,1.0,4.0,100Mbps,Lenovo,ROG 8651,2024-03-26,689.0,Fair,2651.0,328.0,,,Mid Tower
PC-0104,3.19,16.0,Intel Core i7,13.0,64.0,512.0,HDD,Dedicated,AMD Radeon RX 6600,4,True,802.11ac,True,5.1,Gaming PC,macOS Monterey,3.0,2.0,5.0,100Mbps,Acer,XPS 2612,2025-10-21,115.0,Like New,1757.0,317.0,,,Mini Tower
PC-0105,4.82,64.0,Intel Core i7,7.0,128.0,512.0,HDD,Dedicated,NVIDIA A6000,8,True,802.11ax,True,5.2,Desktop,Windows 10,0.0,2.0,3.0,1Gbps,HP,XPS 7596,2022-01-09,1496.0,Like New,4454.0,589.0,,,Mini Tower
PC-0106,2.12,4.0,Intel Core i5,8.0,16.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,4.0,All-in-One,macOS Monterey,6.0,2.0,5.0,10Gbps,Apple,MacBook 2790,2022-11-28,1173.0,Good,1097.0,83.0,,16.0,
PC-0107,2.78,6.0,Intel Core i7,10.0,256.0,2000.0,SSHD,Integrated,Intel UHD,2GB,True,802.11n,False,,Server,Windows 10,5.0,1.0,5.0,100Mbps,Apple,EliteBook 4139,2022-08-28,1265.0,New,2549.0,328.0,,,
PC-0108,4.2,10.0,Intel Core i3,7.0,256.0,128.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,4.0,Gaming PC,Windows 11,2.0,1.0,2.0,1Gbps,Dell,EliteBook 9786,2025-10-13,123.0,Good,2490.0,229.0,,,Full Tower
PC-0109,2.04,8.0,AMD Ryzen 7,8.0,16.0,1000.0,NVMe,Dedicated,NVIDIA A6000,16,False,,True,5.0,Laptop,Debian,,3.0,2.0,100Mbps,Dell,Predator 3296,2023-12-02,804.0,Good,1092.0,258.0,1.6,13.3,
PC-0110,1.42,4.0,AMD EPYC,13.0,1024.0,1000.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11ax,True,4.2,Workstation,Windows 11,5.0,1.0,1.0,1Gbps,MSI,ROG 4006,2023-10-28,839.0,Good,5893.0,742.0,,,Mini Tower
PC-0111,2.29,12.0,AMD EPYC,14.0,8.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Laptop,Windows 10,7.0,0.0,3.0,100Mbps,ASUS,ZBook 8579,2023-02-16,1093.0,Good,1556.0,124.0,1.5,15.6,
PC-0112,1.76,4.0,AMD Ryzen 9,9.0,16.0,256.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.3,Desktop,Linux Server,7.0,2.0,4.0,1Gbps,Lenovo,EliteBook 2235,2023-11-10,826.0,New,845.0,81.0,,,Mid Tower
PC-0113,4.91,4.0,AMD Ryzen 5,13.0,16.0,2000.0,HDD,Integrated,Intel UHD,2GB,True,802.11ac,False,,Laptop,Fedora,0.0,1.0,0.0,1Gbps,Apple,Predator 2604,2025-12-12,63.0,Like New,1573.0,98.0,3.0,17.3,
PC-0114,4.41,8.0,AMD Ryzen 7,10.0,256.0,128.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,5.0,Desktop,macOS Ventura,6.0,0.0,2.0,100Mbps,Microsoft,XPS 9856,2024-02-11,733.0,New,2916.0,219.0,,,Mini Tower
PC-0115,3.7,8.0,Intel Core i7,9.0,64.0,256.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Gaming PC,Windows 11,0.0,1.0,5.0,100Mbps,Lenovo,XPS 2528,2023-04-10,1040.0,Like New,1379.0,125.0,,,Mini Tower
PC-0116,4.67,8.0,AMD Ryzen 5,11.0,16.0,4000.0,SSD,Integrated,Intel Iris Xe,Shared,False,,True,4.0,Desktop,Windows 10,6.0,2.0,1.0,1Gbps,Dell,EliteBook 3724,2022-04-01,1414.0,Poor,1900.0,138.0,,,Mid Tower
PC-0117,4.4,2.0,AMD Ryzen 3,11.0,32.0,2000.0,NVMe,Dedicated,NVIDIA RTX 4080,8,False,,True,4.2,Laptop,Windows Server,0.0,0.0,0.0,1Gbps,Apple,ROG 8956,2024-07-03,590.0,Good,1635.0,246.0,2.8,13.3,
PC-0118,1.86,12.0,AMD Ryzen 3,14.0,64.0,128.0,SSD,Dedicated,NVIDIA GTX 1650,4,True,802.11ax,True,4.0,Laptop,Ubuntu 20.04,3.0,1.0,2.0,100Mbps,Acer,Predator 4502,2023-07-11,948.0,Good,1661.0,293.0,3.0,15.6,
PC-0119,4.76,4.0,AMD Ryzen 7,9.0,8.0,256.0,HDD,None,,,True,802.11n,True,5.0,Laptop,Fedora,2.0,1.0,1.0,10Gbps,Dell,ROG 1960,2022-08-11,1282.0,Good,1079.0,77.0,3.0,15.6,
PC-0120,3.31,4.0,Intel Core i7,11.0,256.0,256.0,NVMe,Integrated,Intel UHD,2GB,True,802.11n,True,5.3,Workstation,Windows 11,0.0,0.0,5.0,1Gbps,Lenovo,ThinkPad 7209,2025-07-11,217.0,New,2191.0,201.0,,,Mini Tower
PC-0121,4.41,16.0,Intel Core i7,7.0,128.0,512.0,HDD,Dedicated,NVIDIA A6000,8,False,,False,,Desktop,Windows 11,5.0,3.0,3.0,1Gbps,Lenovo,XPS 7396,2024-10-22,479.0,Good,2268.0,349.0,,,Mini Tower
PC-0122,4.77,24.0,Intel Xeon,7.0,32.0,256.0,SSD,Dedicated,NVIDIA RTX 3060,6,True,802.11ac,True,4.0,Laptop,Linux Server,3.0,0.0,1.0,2.5Gbps,Apple,ZBook 8454,2023-01-02,1138.0,Fair,2433.0,339.0,1.3,27.0,
PC-0123,2.4,12.0,Intel Core i3,6.0,1024.0,128.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Desktop,Ubuntu 20.04,7.0,0.0,2.0,1Gbps,Lenovo,ZBook 7930,2022-04-11,1404.0,New,5805.0,623.0,,,Full Tower
PC-0124,1.55,12.0,AMD Ryzen 3,14.0,32.0,512.0,NVMe,Dedicated,NVIDIA RTX 4080,24,False,,True,5.0,Mini PC,Windows 10,1.0,0.0,3.0,2.5Gbps,Acer,Vostro 8973,2023-06-12,977.0,Fair,1395.0,281.0,,,
PC-0125,2.03,8.0,Intel Xeon,12.0,1024.0,2000.0,NVMe,Integrated,Intel UHD,2GB,True,802.11ax,True,5.3,Server,Windows 10,0.0,0.0,5.0,10Gbps,Microsoft,ThinkPad 4111,2025-06-21,237.0,Good,6072.0,722.0,,,
PC-0126,2.85,8.0,AMD Ryzen 5,12.0,64.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,False,,Gaming PC,Windows 11,6.0,1.0,4.0,100Mbps,Custom Built,ZBook 4566,2024-10-25,476.0,New,1748.0,132.0,,,Mid Tower
PC-0127,,2.0,AMD Ryzen 3,10.0,64.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Desktop,Windows 10,3.0,0.0,1.0,2.5Gbps,Acer,XPS 9883,2024-06-25,598.0,Good,1405.0,102.0,,,Full Tower
PC-0128,4.63,6.0,Intel Core i5,9.0,16.0,128.0,NVMe,Integrated,Intel UHD,Shared,True,802.11a/b/g,True,4.2,Desktop,Windows 11,4.0,0.0,0.0,100Mbps,Apple,XPS 6138,2025-10-07,129.0,Like New,1274.0,89.0,,,Mini Tower
PC-0129,1.13,6.0,Intel Core i7,8.0,256.0,8000.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11ax,False,,Desktop,Windows 11,1.0,2.0,5.0,1Gbps,Samsung,XPS 1821,2024-09-21,510.0,Like New,3283.0,438.0,,,Small Form Factor
PC-0130,3.19,4.0,AMD Ryzen 9,9.0,32.0,2000.0,HDD,Integrated,Intel Iris Xe,4GB,False,,False,,Desktop,macOS Ventura,2.0,1.0,3.0,2.5Gbps,Samsung,Predator 9238,2025-09-01,165.0,Fair,1265.0,106.0,,,Small Form Factor
PC-0131,2.81,10.0,AMD Ryzen 5,9.0,16.0,2000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Desktop,Windows 11,0.0,2.0,5.0,10Gbps,Samsung,Vostro 3579,2025-05-12,277.0,Fair,1743.0,128.0,,,Mini Tower
PC-0132,2.01,6.0,AMD Ryzen 3,11.0,4.0,2000.0,HDD,Integrated,Intel UHD,2GB,True,802.11n,True,4.2,Workstation,Linux Server,0.0,1.0,3.0,1Gbps,HP,XPS 9320,2025-06-01,257.0,Fair,1419.0,102.0,,,Small Form Factor
PC-0133,1.59,2.0,Intel Core i3,10.0,32.0,4000.0,SSD,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,True,4.0,Desktop,Windows 10,3.0,3.0,5.0,100Mbps,Dell,Inspiron 4044,2022-12-15,1156.0,Fair,1730.0,266.0,,,Mini Tower
PC-0134,2.48,4.0,Intel Core i3,7.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.0,Laptop,Ubuntu 22.04,7.0,3.0,4.0,1Gbps,Microsoft,Inspiron 2113,2023-05-28,992.0,Poor,1281.0,96.0,1.7,15.6,
PC-0135,4.97,8.0,AMD EPYC,6.0,64.0,256.0,SSD,Dedicated,NVIDIA RTX 3060,24,True,802.11ax,False,,All-in-One,Windows 10,2.0,1.0,1.0,1Gbps,Microsoft,EliteBook 7615,2024-07-23,570.0,Poor,1479.0,275.0,,16.0,
PC-0136,2.43,2.0,Intel Core i9,7.0,256.0,1000.0,HDD,Dedicated,AMD Radeon RX 7900,4,True,802.11ac,True,5.0,Workstation,macOS Ventura,4.0,3.0,0.0,1Gbps,ASUS,Inspiron 5033,2022-08-12,1281.0,New,2391.0,348.0,,,Full Tower
PC-0137,3.23,12.0,AMD Ryzen 5,10.0,8.0,2000.0,NVMe,Integrated,Intel Iris Xe,Shared,False,,True,5.3,Laptop,Linux Server,1.0,3.0,4.0,10Gbps,Microsoft,XPS 2343,2025-09-25,141.0,Good,1602.0,134.0,1.7,14.0,
PC-0138,3.98,6.0,Intel Core i3,13.0,64.0,2000.0,SSD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.1,Laptop,Debian,5.0,1.0,1.0,1Gbps,MSI,ROG 9565,2024-03-29,686.0,New,1629.0,132.0,3.3,17.3,
PC-0139,2.59,6.0,AMD Ryzen 5,11.0,16.0,1000.0,SSD,Dedicated,NVIDIA RTX 3060,8,True,802.11ax,True,5.1,Laptop,Ubuntu 20.04,2.0,0.0,0.0,1Gbps,Apple,MacBook 5272,2024-03-28,687.0,Good,1323.0,248.0,,14.0,
PC-0140,5.08,8.0,Intel Xeon,12.0,256.0,128.0,SSD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.1,Desktop,Windows 11,0.0,2.0,5.0,100Mbps,Lenovo,EliteBook 6147,2022-09-29,1233.0,Poor,2974.0,219.0,,,Mid Tower
PC-0141,5.05,12.0,AMD Ryzen 5,10.0,128.0,512.0,SSD,Integrated,Intel Iris Xe,Shared,False,,False,,Laptop,Debian,3.0,1.0,0.0,1Gbps,ASUS,EliteBook 5351,2024-02-28,716.0,New,2394.0,179.0,1.3,15.6,
PC-0142,2.13,4.0,Intel Core i5,9.0,32.0,4000.0,HDD,Dedicated,NVIDIA GTX 1650,8,True,802.11ac,True,4.0,Laptop,Windows Server,4.0,1.0,2.0,1Gbps,Apple,ROG 3144,2023-04-27,1023.0,Good,1950.0,276.0,1.7,15.6,
PC-0143,3.14,8.0,AMD Ryzen 5,7.0,64.0,1000.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,All-in-One,Linux Server,3.0,1.0,0.0,1Gbps,Microsoft,ZBook 8491,2023-03-06,1075.0,Good,1861.0,132.0,,24.0,
PC-0144,2.33,8.0,AMD Ryzen 7,12.0,16.0,1000.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,True,5.0,Server,Windows 11,1.0,2.0,1.0,2.5Gbps,Apple,MacBook 2188,2022-08-10,1283.0,New,1174.0,208.0,,,
PC-0145,2.27,4.0,Intel Core i9,12.0,32.0,512.0,NVMe,Integrated,Intel Iris Xe,Shared,False,,True,5.3,Laptop,Linux Server,6.0,1.0,4.0,100Mbps,Samsung,XPS 8508,2025-08-19,178.0,Like New,1195.0,91.0,3.2,13.3,
PC-0146,1.25,12.0,AMD Ryzen 9,8.0,128.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,5.2,Laptop,Windows 10,6.0,2.0,4.0,1Gbps,Samsung,Inspiron 2200,2023-08-06,922.0,Good,1947.0,179.0,3.1,14.0,
PC-0147,3.6,10.0,AMD Ryzen 5,10.0,32.0,4000.0,HDD,Dedicated,NVIDIA RTX 4080,16,True,802.11n,True,5.3,Desktop,Windows 11,2.0,2.0,2.0,2.5Gbps,Dell,Vostro 4492,2024-08-19,543.0,New,2465.0,306.0,,,Mid Tower
PC-0148,3.16,8.0,AMD Ryzen 9,10.0,32.0,1000.0,SSD,Dedicated,AMD Radeon RX 7900,8,True,802.11ac,True,5.2,Server,Windows 10,3.0,3.0,1.0,100Mbps,Dell,Vostro 5345,2022-05-05,1380.0,Good,1545.0,366.0,,,
PC-0149,1.31,12.0,AMD Ryzen 5,11.0,32.0,2000.0,NVMe,Dedicated,NVIDIA GTX 1650,48,True,802.11ac,True,4.2,Laptop,Windows 11,5.0,0.0,0.0,1Gbps,Acer,ThinkPad 6718,2022-06-12,1342.0,Good,1741.0,296.0,3.3,16.0,
PC-0150,2.24,12.0,Intel Core i5,13.0,128.0,512.0,NVMe,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,4.2,Desktop,macOS Ventura,5.0,3.0,2.0,2.5Gbps,HP,Inspiron 5002,2023-06-26,963.0,Good,2113.0,329.0,,,Mid Tower
PC-0151,4.82,10.0,Intel Core i7,10.0,16.0,1000.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11n,True,4.0,Desktop,Fedora,6.0,1.0,5.0,1Gbps,Acer,MacBook 5669,2025-02-14,364.0,New,1591.0,118.0,,,Mid Tower
PC-0152,2.08,12.0,Intel Core i5,10.0,16.0,256.0,HDD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.0,Desktop,macOS Ventura,6.0,1.0,3.0,1Gbps,Dell,ThinkPad 8179,2023-03-02,1079.0,Good,,121.0,,,Full Tower
PC-0153,1.69,8.0,Intel Xeon,7.0,64.0,2000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,False,,True,4.2,Server,Ubuntu 22.04,3.0,2.0,5.0,2.5Gbps,Lenovo,Vostro 5956,2022-11-21,1180.0,New,1499.0,242.0,,,
PC-0154,3.11,8.0,AMD Ryzen 7,7.0,128.0,512.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.0,Desktop,Ubuntu 20.04,7.0,3.0,1.0,10Gbps,Dell,Vostro 1128,2023-03-13,1068.0,Fair,1760.0,159.0,,,Mid Tower
PC-0155,5.14,8.0,AMD Ryzen 5,8.0,8.0,512.0,HDD,None,,,True,802.11ac,True,5.1,Laptop,macOS Monterey,0.0,2.0,2.0,100Mbps,HP,Vostro 5905,2024-06-30,593.0,Like New,1265.0,99.0,2.0,15.6,
PC-0156,2.09,10.0,Intel Core i7,6.0,16.0,1000.0,HDD,Dedicated,NVIDIA GTX 1650,8,False,,True,5.3,Laptop,Windows 11,3.0,3.0,4.0,1Gbps,Dell,Inspiron 3200,2024-08-20,542.0,Fair,1280.0,268.0,2.6,14.0,
PC-0157,3.86,4.0,Intel Core i5,11.0,8.0,4000.0,SSD,Integrated,Intel UHD,4GB,True,802.11a/b/g,True,5.2,Laptop,Debian,4.0,3.0,2.0,100Mbps,Microsoft,ZBook 2891,2025-03-28,322.0,Good,1700.0,114.0,1.7,14.0,
PC-0158,4.22,16.0,AMD Ryzen 7,11.0,16.0,128.0,NVMe,Integrated,Intel Iris Xe,Shared,True,802.11n,True,5.3,All-in-One,macOS Monterey,2.0,3.0,3.0,None,Lenovo,Inspiron 3546,2024-05-06,648.0,Fair,1521.0,139.0,,15.6,
PC-0159,2.07,12.0,AMD Ryzen 3,8.0,32.0,2000.0,SSHD,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,4.0,All-in-One,macOS Monterey,1.0,3.0,1.0,1Gbps,Custom Built,ZBook 5616,2026-01-30,14.0,Like New,1783.0,146.0,,15.6,
PC-0160,4.09,2.0,Intel Core i5,12.0,64.0,512.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,4.0,Laptop,Ubuntu 20.04,7.0,3.0,2.0,10Gbps,Microsoft,EliteBook 6617,2022-05-04,1381.0,Like New,1318.0,97.0,1.5,17.3,
PC-0161,2.61,12.0,AMD Ryzen 5,8.0,64.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,5.1,Desktop,Fedora,5.0,0.0,5.0,1Gbps,Custom Built,EliteBook 5325,2024-06-05,618.0,Like New,1494.0,147.0,,,Mid Tower
PC-0162,3.69,4.0,Intel Core i3,9.0,64.0,128.0,HDD,Dedicated,AMD Radeon RX 7900,24,True,802.11ax,True,5.0,Laptop,Windows 11,7.0,1.0,0.0,1Gbps,Apple,Vostro 9004,2025-02-19,359.0,New,1223.0,253.0,1.1,13.3,
PC-0163,3.7,4.0,Intel Core i7,8.0,32.0,512.0,SSD,Dedicated,NVIDIA GTX 1650,24,True,802.11ac,True,5.0,Laptop,Windows 11,3.0,3.0,5.0,100Mbps,MSI,ZBook 1832,2022-06-12,1342.0,Poor,1385.0,241.0,1.6,21.5,
PC-0164,3.3,10.0,AMD Ryzen 3,9.0,128.0,1000.0,SSD,Dedicated,NVIDIA RTX 3060,4,True,802.11ax,False,,Laptop,macOS Ventura,4.0,3.0,1.0,10Gbps,HP,Inspiron 7939,2023-02-10,1099.0,Like New,1857.0,324.0,2.5,15.6,
PC-0165,1.47,4.0,Intel Core i5,9.0,32.0,128.0,SSD,Integrated,AMD Radeon Graphics,2GB,True,802.11ac,True,5.0,Workstation,Windows 11,7.0,2.0,2.0,1Gbps,Dell,ZBook 1722,2025-08-03,194.0,Poor,860.0,87.0,,,Small Form Factor
PC-0166,4.52,12.0,AMD EPYC,10.0,1024.0,512.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.0,Desktop,Fedora,6.0,1.0,5.0,1Gbps,Custom Built,XPS 6464,2025-02-15,363.0,Fair,6020.0,627.0,,,Small Form Factor
PC-0167,2.42,12.0,Intel Core i5,10.0,64.0,4000.0,HDD,Dedicated,AMD Radeon RX 6600,16,False,,True,5.1,Laptop,Windows 11,5.0,1.0,2.0,2.5Gbps,Dell,ThinkPad 5291,2023-01-20,1120.0,New,2151.0,332.0,3.3,14.0,
PC-0168,1.86,8.0,Intel Core i5,14.0,8.0,256.0,HDD,Dedicated,AMD Radeon RX 7900,12,True,802.11n,True,5.0,Desktop,Windows 11,7.0,1.0,5.0,1Gbps,Microsoft,ThinkPad 8239,2023-03-17,1064.0,Good,1123.0,247.0,,,Small Form Factor
PC-0169,1.27,2.0,Intel Core i5,7.0,64.0,2000.0,SSD,Dedicated,NVIDIA A6000,48,True,802.11ac,True,5.1,Server,Fedora,5.0,3.0,1.0,100Mbps,Acer,Vostro 8007,2024-01-07,768.0,Like New,1295.0,362.0,,,
PC-0170,3.52,4.0,AMD Ryzen 7,8.0,16.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,16,True,802.11ax,True,5.1,Laptop,Windows 11,1.0,2.0,4.0,1Gbps,Lenovo,Vostro 1158,2025-01-12,397.0,Like New,1107.0,233.0,1.3,15.6,
PC-0171,3.88,8.0,Intel Core i9,7.0,64.0,1000.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,False,,Workstation,Ubuntu 20.04,5.0,1.0,5.0,10Gbps,Dell,Inspiron 2232,2025-10-29,107.0,Like New,1542.0,282.0,,,Small Form Factor
PC-0172,1.17,32.0,AMD Ryzen 5,11.0,8.0,512.0,SSHD,Dedicated,NVIDIA RTX 4080,4,False,,False,,Desktop,Windows 11,7.0,2.0,0.0,10Gbps,MSI,ThinkPad 9938,2023-04-09,1041.0,Poor,2385.0,369.0,,,Mid Tower
PC-0173,3.2,8.0,Intel Core i3,7.0,16.0,256.0,SSD,Integrated,Intel Iris Xe,2GB,True,802.11ac,True,5.0,Laptop,Windows 11,4.0,0.0,5.0,100Mbps,ASUS,XPS 7049,2024-09-04,527.0,Good,1335.0,101.0,3.3,16.0,
PC-0174,2.03,4.0,Intel Core i3,12.0,256.0,256.0,SSD,Dedicated,NVIDIA GTX 1650,8,True,802.11n,True,5.0,Workstation,macOS Monterey,5.0,0.0,1.0,1Gbps,MSI,Vostro 3426,2023-05-09,1011.0,Good,1975.0,351.0,,,Mid Tower
PC-0175,3.75,8.0,Intel Core i9,10.0,16.0,128.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,4.2,Desktop,Windows 10,5.0,2.0,5.0,100Mbps,Lenovo,ROG 3088,2023-12-22,784.0,Like New,1110.0,99.0,,,Mini Tower
PC-0176,1.81,8.0,AMD Ryzen 7,10.0,128.0,256.0,SSHD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Server,Fedora,3.0,3.0,0.0,1Gbps,Dell,XPS 6050,2024-09-06,525.0,Good,1486.0,257.0,,,
PC-0177,3.93,10.0,AMD Ryzen 9,10.0,16.0,1000.0,SSD,Dedicated,NVIDIA RTX 3060,12,False,,True,5.2,Laptop,macOS Ventura,3.0,1.0,0.0,2.5Gbps,Lenovo,MacBook 1653,2023-03-14,1067.0,Like New,1633.0,268.0,1.9,13.3,
PC-0178,2.69,4.0,Intel Core i3,8.0,64.0,4000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.2,Laptop,Windows 10,6.0,0.0,1.0,1Gbps,Lenovo,MacBook 4441,2024-05-28,626.0,Like New,1810.0,142.0,2.1,16.0,
PC-0179,4.94,10.0,AMD Ryzen 3,8.0,64.0,2000.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,5.1,Laptop,macOS Monterey,2.0,0.0,2.0,2.5Gbps,Dell,EliteBook 2684,2025-02-28,350.0,Like New,2148.0,152.0,1.9,17.3,
PC-0180,1.66,8.0,Intel Xeon,9.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11a/b/g,True,4.2,Laptop,Ubuntu 22.04,0.0,2.0,5.0,1Gbps,Dell,MacBook 7658,2023-03-27,1054.0,Like New,1193.0,116.0,2.0,,
PC-0181,2.5,32.0,Intel Core i9,11.0,16.0,256.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,False,,Laptop,Windows 10,4.0,3.0,4.0,2.5Gbps,Lenovo,ThinkPad 4878,2022-02-09,1465.0,Good,2189.0,221.0,1.6,14.0,
PC-0182,1.57,4.0,AMD Ryzen 9,8.0,16.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Laptop,Windows 11,0.0,2.0,0.0,10Gbps,MSI,ThinkPad 3900,2023-05-14,1006.0,Like New,788.0,83.0,2.7,14.0,
PC-0183,4.89,8.0,Intel Core i5,7.0,4.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Workstation,Windows 11,0.0,2.0,0.0,1Gbps,Acer,ROG 1406,2024-08-20,542.0,Poor,1326.0,97.0,,,Small Form Factor
PC-0184,4.7,24.0,Intel Xeon,14.0,16.0,,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,False,,Laptop,macOS Monterey,5.0,2.0,5.0,1Gbps,HP,ThinkPad 6442,2022-01-26,1479.0,New,1966.0,181.0,2.9,17.3,
PC-0185,2.16,4.0,AMD Ryzen 7,6.0,64.0,1000.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Desktop,Ubuntu 22.04,7.0,2.0,2.0,1Gbps,ASUS,ROG 5065,2023-06-27,962.0,Good,,112.0,,,Mini Tower
PC-0186,3.81,24.0,Intel Xeon,12.0,512.0,1000.0,SSD,None,,,False,,True,5.0,Desktop,Ubuntu 20.04,6.0,2.0,5.0,2.5Gbps,Acer,ZBook 3608,2025-11-11,94.0,New,5025.0,436.0,,,Mid Tower
PC-0187,4.45,8.0,AMD Ryzen 5,12.0,256.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Desktop,macOS Ventura,1.0,3.0,1.0,100Mbps,ASUS,Inspiron 7267,2022-07-05,1319.0,New,2589.0,223.0,,,Mini Tower
