name,platform,release_date,summary,meta_score,user_review,release_year,user_review_count
N+, Xbox 360,2008-02-20,"[Xbox Live Arcade] In a futuristic world of inadvertently homicidal robots, a daring ninja must use deft acrobatic skill and guts of steel to survive. N+ is a peerless action-puzzle platformer with more than 300 levels in which to hone your ninja reflexes, plus a built-in level editor for when you're hungry for more. N+ also features unique, physics-based controls, stylish graphics, unlimited lives, competitive and cooperative multiplayer, plenty of gold, and several flavors of sweet, sweet action. Running, jumping, and dying in an unpleasant-yet-comical manner has never been more fun. N+ features run-and-jump gameplay with hilarious ragdoll physics. It's easy to get into, but challenging enough for the hardcore gamer. Featuring well over 300 all-new levels, the game also includes a built-in level editor for players to create their own levels. Additional level packs, including the classic N levels from the PC version, and multiplayer level packs, will be available in the future. Multiple cooperative and competitive multiplayer modes are included. Try survival, race, or co-op play. Each level can be replayed to see how fast you completed the level. Check out additional ninja costumes for both single-player and multiplayer games, and skin your dashboard the N+ way. [Metanet Software]",83,83.0,2008,2746
Guild Wars 2: Path of Fire, PC,2017-09-22,"In Harry Potter and the Order of the Phoenix, Harry returns for his fifth year of study at Hogwarts and discovers that much of the wizarding community has been denied the truth about the teenager’s recent encounter with the evil Lord Voldemort. Fearing that Hogwarts' venerable Headmaster, Albus Dumbledore, is lying about Voldemort's return in order to undermine his power and take his job, the Minister for Magic, Cornelius Fudge, appoints a new Defense Against the Dark Arts teacher to keep watch over Dumbledore and the Hogwarts students. But Professor Dolores Umbridge's Ministry-approved course of defensive magic leaves the young wizards woefully unprepared to defend themselves against the dark forces threatening them and the entire wizarding community, so at the prompting of his friends Hermione and Ron, Harry takes matters into his own hands. Meeting secretly with a small group of students who name themselves ""Dumbledore’s Army,"" Harry teaches them how to defend themselves against the Dark Arts, preparing the courageous young wizards for the extraordinary battle that lies ahead. With the ability to play multiple characters, including Harry Potter, Dumbledore and Sirius Black, the videogame of Harry Potter and the Order of the Phoenix offers fans the opportunity to wield a wand, explore all around Hogwarts, and experience one of the most exciting and dangerous years in the life of the Boy Who Lived. [Electronic Arts / Warner Bros.]",83,73.0,2017,299
Fallout 3: Point Lookout, Xbox 360,2009-06-23,"(Downloadable Content) Buy a ticket and hop onboard the Duchess Gambit, as Tobar the Ferryman takes you to the strange seaside town of Point Lookout. What secrets does the dilapidated boardwalk hold? Who lives in the sprawling mansion? Why is the Punga Fruit so important? And what horrors lie in the depths of the murky swamp? Point Lookout is the most open-ended DLC yet, and allows you to explore an entirely new and expansive gameplay area any way you’d like. A completely new questline allows you uncover the town’s hidden secrets, and wield powerful new weapons like the Double-Barrel Shotgun against the swamp’s dangerous, and deformed, denizens. So venture to Point Lookout, if you dare. Just pray it’s not a one-way trip. [Bethesda Softworks]",83,82.0,2009,4331
Baldur's Gate: Dark Alliance, Xbox,2002-10-22,"Baldur's Gate: Dark Alliance is an action RPG with an epic tale of intrigue, explosive spell effects, and highly detailed creatures and environments. You play a one of three customizable characters, who returns to Baldur's Gate and joins the fight against the darkness that threatens its peace. Take on the monsters solo or with a friend in co-op mode. Baldur's Gate: Dark Alliance is the first game to feature the real time application of the Dungeons & Dragons 3rd Edition rules.",83,85.0,2002,1429
No More Heroes, Wii,2008-01-22,"No More Heroes tells the story of Travis Touchdown, an anime fan who lives in the fictional town of Santa Destroy, California. After an unexpected turn of events, Travis finds himself at the bottom of an Assassins' organization. Travis will have to prove himself worthy and defeat 10 other bloodthirsty killers – all with deep stories of their own – to make his way to the top of the assassin's league. [Ubisoft]",83,85.0,2008,2694
Fight Night Round 3, Xbox,2006-02-23,"You can build a boxer and take him into the ring in Fight Night Round 3. The game features improved graphics, which let you see in detail the effect of your punches on licensed boxers who fight in a variety of boxing styles. You can generate rivalries leading up to a fight by trash-talking and also by fighting during weigh-ins and press conferences. Fight Night Round 3 also includes ESPN footage of classic boxing rivalries. You can challenge other gamers in online multiplayer matches.",83,84.0,2006,4928
Shin Megami Tensei IV, 3DS,2013-07-16,"Building on the styles of ATLUS' Persona, Devil Summoner, and Devil Survivor titles, SMTIV is the first true successor to 2004's Shin Megami Tensei: Nocturne. The story of SMTIV revolves around the Samurai, the sacred protectors of the Eastern Kingdom of Mikado. As a newly appointed Samurai, players will struggle with factions that have nefarious designs on the world as they defend their home kingdom from a growing army of demons. Decisions players make throughout the course of the story will have lasting repercussions, as the fate of the world hangs in the balance.",83,68.0,2013,1719
Sonic Mania, Xbox One,2017-08-15,"Experience the ultimate celebration of past and future in Sonic Mania, an all-new 2D Sonic adventure running at a crisp 60FPS with stunning HD retro-style graphics. Multiple playable characters give you the ability to go explosively fast as Sonic, soar as Tails, or power through tough obstacles with Knuckles’ brute strength. You can re-live the Sonic of the past with an exciting new twist on classic zones while fighting against new bosses and Dr. Eggman’s evil robot army. Go head to-head with players in Competition Mode or play in Co-Op Mode with a friend.",83,75.0,2017,2324
Hellblade: Senua's Sacrifice, PC,2017-08-07,"An independent game from Ninja Theory - makers of Heavenly Sword, Enslaved: Odyssey to the West & DmC: Devil May Cry. Hellblade: Senua's Sacrifice takes you on a journey into savage viking heartland with Senua, a Celtic warrior struggling with trauma & psychosis.",83,81.0,2017,3072
Crash Bandicoot 4: It's About Time, PC,2021-03-26,"It's About Time - for a brand-wumping new Crash Bandicoot game! Crash fourward into a time shattered adventure with your favorite marsupials. Neo Cortex and N. Tropy are back at it again and launching an all-out assault on not just this universe, but the entire multiverse! Crash and Coco are here to save the day by reuniting the four Quantum Masks and bending the rules of reality. New abilities? Check. More playable characters? Yep. Alternate dimensions? Obviously. Ridonkulous bosses? For sure. Same awesome sauce? You bet your sweet jorts. Wait, are they actually jorts? Not in this universe!",83,51.0,2021,80
